Sample	Gene	Hits
IBS9_T2_B2	MEG_2121|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR	49
IBS9_T2_B2	MEG_2132|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CRP	64
IBS9_T2_B2	MEG_2378|Drugs|betalactams|Class_A_betalactamases|CTX	724
IBS9_T2_B2	MEG_2430|Drugs|betalactams|Class_A_betalactamases|CTX	1415
IBS9_T2_B2	MEG_2435|Drugs|betalactams|Class_A_betalactamases|CTX	1105
IBS9_T2_B2	MEG_2722|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA	50
IBS9_T2_B2	MEG_2729|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD	38
IBS9_T2_B2	MEG_2730|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD	49
IBS9_T2_B2	MEG_2733|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK	21
IBS9_T2_B2	MEG_2734|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EMRR	28
IBS9_T2_B2	MEG_2739|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|EPTA	76
IBS9_T2_B2	MEG_2829|Drugs|MLS|23S_rRNA_methyltransferases|ERMF	92
IBS9_T2_B2	MEG_2831|Drugs|MLS|23S_rRNA_methyltransferases|ERMF	53
IBS9_T2_B2	MEG_2870|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS	94
IBS9_T2_B2	MEG_2987|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA	20
IBS9_T2_B2	MEG_2993|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA	27
IBS9_T2_B2	MEG_3002|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA	27
IBS9_T2_B2	MEG_3081|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADW	47
IBS9_T2_B2	MEG_3083|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADX	46
IBS9_T2_B2	MEG_3271|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|HNS	26
IBS9_T2_B2	MEG_3295|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES	654
IBS9_T2_B2	MEG_3447|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KDEA	190
IBS9_T2_B2	MEG_3448|Drugs|Aminoglycosides|Aminoglycoside_efflux_pumps|KDPE	22
IBS9_T2_B2	MEG_3460|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KMRA	242
IBS9_T2_B2	MEG_3512|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KPN	223
IBS9_T2_B2	MEG_3513|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KPN	40
IBS9_T2_B2	MEG_3514|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNE	36
IBS9_T2_B2	MEG_3515|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNF	40
IBS9_T2_B2	MEG_3516|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNO	155
IBS9_T2_B2	MEG_3606|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA	13
IBS9_T2_B2	MEG_3661|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA	16
IBS9_T2_B2	MEG_3662|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA	9
IBS9_T2_B2	MEG_3663|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARR	12
IBS9_T2_B2	MEG_3746|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA	57
IBS9_T2_B2	MEG_3747|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB	146
IBS9_T2_B2	MEG_3749|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTC	146
IBS9_T2_B2	MEG_3751|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTE	86
IBS9_T2_B2	MEG_3752|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTF	174
IBS9_T2_B2	MEG_3753|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG	38
IBS9_T2_B2	MEG_3755|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTH	55
IBS9_T2_B2	MEG_3756|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTI	12
IBS9_T2_B2	MEG_3758|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK	24
IBS9_T2_B2	MEG_3759|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK	52
IBS9_T2_B2	MEG_3763|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTN	53
IBS9_T2_B2	MEG_3764|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTO	125
IBS9_T2_B2	MEG_3765|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTP	102
IBS9_T2_B2	MEG_3817|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA	73
IBS9_T2_B2	MEG_3830|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFE	34
IBS9_T2_B2	MEG_399|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA	52
IBS9_T2_B2	MEG_400|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA	197
IBS9_T2_B2	MEG_401|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRB	220
IBS9_T2_B2	MEG_4029|Drugs|MLS|Macrolide_phosphotransferases|MPHA	21
IBS9_T2_B2	MEG_4033|Drugs|MLS|Macrolide_phosphotransferases|MPHB	14
IBS9_T2_B2	MEG_4061|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|MSBA	81
IBS9_T2_B2	MEG_4074|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRD	80
IBS9_T2_B2	MEG_407|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD	79
IBS9_T2_B2	MEG_408|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRE	61
IBS9_T2_B2	MEG_409|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF	97
IBS9_T2_B2	MEG_410|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF	103
IBS9_T2_B2	MEG_415|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRS	30
IBS9_T2_B2	MEG_4283|Drugs|betalactams|Mutant_porin_proteins|OMP37	173
IBS9_T2_B2	MEG_4326|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA	71
IBS9_T2_B2	MEG_4332|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA	29
IBS9_T2_B2	MEG_5400|Drugs|betalactams|Penicillin_binding_protein|PBP2	72
IBS9_T2_B2	MEG_5409|Drugs|betalactams|Penicillin_binding_protein|PBP4B	70
IBS9_T2_B2	MEG_5786|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_regulator|PHOR	240
IBS9_T2_B2	MEG_5801|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|PMRF	54
IBS9_T2_B2	MEG_6082|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ROBA	51
IBS9_T2_B2	MEG_6551|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_resistance_regulator|SOXS	14
IBS9_T2_B2	MEG_6992|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40	36
IBS9_T2_B2	MEG_6993|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40	46
IBS9_T2_B2	MEG_7149|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	185
IBS9_T2_B2	MEG_7150|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	172
IBS9_T2_B2	MEG_7151|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	70
IBS9_T2_B2	MEG_7153|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	103
IBS9_T2_B2	MEG_7154|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	185
IBS9_T2_B2	MEG_7156|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	195
IBS9_T2_B2	MEG_7158|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	89
IBS9_T2_B2	MEG_7159|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	125
IBS9_T2_B2	MEG_7164|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	100
IBS9_T2_B2	MEG_7165|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	123
IBS9_T2_B2	MEG_7180|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	51
IBS9_T2_B2	MEG_7183|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	664
IBS9_T2_B2	MEG_7184|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	1742
IBS9_T2_B2	MEG_7219|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	193
IBS9_T2_B2	MEG_7220|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	182
IBS9_T2_B2	MEG_7221|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	159
IBS9_T2_B2	MEG_7222|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	179
IBS9_T2_B2	MEG_7227|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	199
IBS9_T2_B2	MEG_7229|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	283
IBS9_T2_B2	MEG_7231|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	185
IBS9_T2_B2	MEG_7233|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	187
IBS9_T2_B2	MEG_729|Drugs|betalactams|Penicillin_binding_protein|AMPH	37
IBS9_T2_B2	MEG_730|Drugs|betalactams|Penicillin_binding_protein|AMPH	219
IBS9_T2_B2	MEG_7328|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|UGD	63
IBS9_T2_B2	MEG_7842|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|YOGI	78
IBS9_T2_B2	MEG_988|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6	23
IBS9_T2_B2	MEG_998|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6	23
IBS9_T3_B2	MEG_1003|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9	44
IBS9_T3_B2	MEG_1011|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME	46
IBS9_T3_B2	MEG_1013|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME	158
IBS9_T3_B2	MEG_1180|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA	140
IBS9_T3_B2	MEG_1190|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA	40
IBS9_T3_B2	MEG_1192|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER	48
IBS9_T3_B2	MEG_1209|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR	33
IBS9_T3_B2	MEG_1210|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR	28
IBS9_T3_B2	MEG_1229|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|BEXA	26
IBS9_T3_B2	MEG_1576|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA	165
IBS9_T3_B2	MEG_1636|Drugs|betalactams|Class_A_betalactamases|CBLA	45
IBS9_T3_B2	MEG_1637|Drugs|betalactams|Class_A_betalactamases|CBLA	37
IBS9_T3_B2	MEG_1686|Drugs|betalactams|Class_A_betalactamases|CFX	514
IBS9_T3_B2	MEG_1689|Drugs|betalactams|Class_A_betalactamases|CFX	43
IBS9_T3_B2	MEG_1691|Drugs|betalactams|Class_A_betalactamases|CFX	48
IBS9_T3_B2	MEG_1692|Drugs|betalactams|Class_A_betalactamases|CFX	41
IBS9_T3_B2	MEG_1693|Drugs|betalactams|Class_A_betalactamases|CFX	55
IBS9_T3_B2	MEG_1694|Drugs|betalactams|Class_A_betalactamases|CFX	58
IBS9_T3_B2	MEG_1695|Drugs|betalactams|Class_A_betalactamases|CFX	647
IBS9_T3_B2	MEG_1696|Drugs|betalactams|Class_A_betalactamases|CFX	54
IBS9_T3_B2	MEG_1697|Drugs|betalactams|Class_A_betalactamases|CFX	36
IBS9_T3_B2	MEG_1698|Drugs|betalactams|Class_A_betalactamases|CFX	56
IBS9_T3_B2	MEG_2118|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR	19
IBS9_T3_B2	MEG_2121|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR	82
IBS9_T3_B2	MEG_2122|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR	27
IBS9_T3_B2	MEG_2132|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CRP	32
IBS9_T3_B2	MEG_2578|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRF	24
IBS9_T3_B2	MEG_2722|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA	49
IBS9_T3_B2	MEG_2725|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB	52
IBS9_T3_B2	MEG_2729|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD	43
IBS9_T3_B2	MEG_2730|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD	56
IBS9_T3_B2	MEG_2732|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK	39
IBS9_T3_B2	MEG_2733|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK	26
IBS9_T3_B2	MEG_2734|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EMRR	36
IBS9_T3_B2	MEG_2736|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY	70
IBS9_T3_B2	MEG_2739|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|EPTA	153
IBS9_T3_B2	MEG_2829|Drugs|MLS|23S_rRNA_methyltransferases|ERMF	137
IBS9_T3_B2	MEG_2831|Drugs|MLS|23S_rRNA_methyltransferases|ERMF	81
IBS9_T3_B2	MEG_2870|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS	265
IBS9_T3_B2	MEG_3081|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADW	54
IBS9_T3_B2	MEG_3083|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADX	56
IBS9_T3_B2	MEG_3271|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|HNS	32
IBS9_T3_B2	MEG_3295|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES	1061
IBS9_T3_B2	MEG_3448|Drugs|Aminoglycosides|Aminoglycoside_efflux_pumps|KDPE	25
IBS9_T3_B2	MEG_3661|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA	15
IBS9_T3_B2	MEG_368|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	80
IBS9_T3_B2	MEG_3737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA	28
IBS9_T3_B2	MEG_3746|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA	87
IBS9_T3_B2	MEG_3747|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB	208
IBS9_T3_B2	MEG_3749|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTC	153
IBS9_T3_B2	MEG_3751|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTE	78
IBS9_T3_B2	MEG_3752|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTF	245
IBS9_T3_B2	MEG_3753|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG	44
IBS9_T3_B2	MEG_3755|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTH	62
IBS9_T3_B2	MEG_3756|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTI	14
IBS9_T3_B2	MEG_3757|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTJ	8
IBS9_T3_B2	MEG_3759|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK	26
IBS9_T3_B2	MEG_3761|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM	50
IBS9_T3_B2	MEG_3763|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTN	85
IBS9_T3_B2	MEG_3764|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTO	156
IBS9_T3_B2	MEG_3765|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTP	144
IBS9_T3_B2	MEG_3817|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA	32
IBS9_T3_B2	MEG_3830|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFE	20
IBS9_T3_B2	MEG_399|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA	80
IBS9_T3_B2	MEG_401|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRB	194
IBS9_T3_B2	MEG_4033|Drugs|MLS|Macrolide_phosphotransferases|MPHB	24
IBS9_T3_B2	MEG_4061|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|MSBA	85
IBS9_T3_B2	MEG_406|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD	68
IBS9_T3_B2	MEG_4073|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRD	60
IBS9_T3_B2	MEG_408|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRE	73
IBS9_T3_B2	MEG_409|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF	122
IBS9_T3_B2	MEG_410|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF	100
IBS9_T3_B2	MEG_415|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRS	43
IBS9_T3_B2	MEG_5400|Drugs|betalactams|Penicillin_binding_protein|PBP2	92
IBS9_T3_B2	MEG_5409|Drugs|betalactams|Penicillin_binding_protein|PBP4B	79
IBS9_T3_B2	MEG_5801|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|PMRF	59
IBS9_T3_B2	MEG_6082|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ROBA	40
IBS9_T3_B2	MEG_6166|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT	11
IBS9_T3_B2	MEG_6551|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_resistance_regulator|SOXS	22
IBS9_T3_B2	MEG_6970|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32	231
IBS9_T3_B2	MEG_6971|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32	239
IBS9_T3_B2	MEG_6991|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40	43
IBS9_T3_B2	MEG_6993|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40	73
IBS9_T3_B2	MEG_6994|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40	30
IBS9_T3_B2	MEG_7053|Drugs|Tetracyclines|Tetracycline_resistance_ABC_efflux_pumps|TETB46	61
IBS9_T3_B2	MEG_7149|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	289
IBS9_T3_B2	MEG_7150|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	181
IBS9_T3_B2	MEG_7151|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	159
IBS9_T3_B2	MEG_7152|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	242
IBS9_T3_B2	MEG_7153|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	243
IBS9_T3_B2	MEG_7154|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	340
IBS9_T3_B2	MEG_7156|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	259
IBS9_T3_B2	MEG_7159|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	139
IBS9_T3_B2	MEG_7160|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	163
IBS9_T3_B2	MEG_7161|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	254
IBS9_T3_B2	MEG_7162|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	78
IBS9_T3_B2	MEG_7164|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	247
IBS9_T3_B2	MEG_7165|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	216
IBS9_T3_B2	MEG_7166|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	172
IBS9_T3_B2	MEG_7175|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	58
IBS9_T3_B2	MEG_7176|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	54
IBS9_T3_B2	MEG_7183|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	709
IBS9_T3_B2	MEG_7184|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	149
IBS9_T3_B2	MEG_7212|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	108
IBS9_T3_B2	MEG_7213|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	315
IBS9_T3_B2	MEG_7214|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	128
IBS9_T3_B2	MEG_7215|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	143
IBS9_T3_B2	MEG_7216|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	182
IBS9_T3_B2	MEG_7217|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	121
IBS9_T3_B2	MEG_7218|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	110
IBS9_T3_B2	MEG_7219|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	386
IBS9_T3_B2	MEG_7220|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	403
IBS9_T3_B2	MEG_7221|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	381
IBS9_T3_B2	MEG_7222|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	338
IBS9_T3_B2	MEG_7224|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	125
IBS9_T3_B2	MEG_7225|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	52
IBS9_T3_B2	MEG_7227|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	466
IBS9_T3_B2	MEG_7229|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	501
IBS9_T3_B2	MEG_7230|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	203
IBS9_T3_B2	MEG_7231|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	321
IBS9_T3_B2	MEG_7233|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	406
IBS9_T3_B2	MEG_7236|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	120
IBS9_T3_B2	MEG_7238|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX	27
IBS9_T3_B2	MEG_728|Drugs|betalactams|Class_C_betalactamases|AMPC	72
IBS9_T3_B2	MEG_729|Drugs|betalactams|Penicillin_binding_protein|AMPH	85
IBS9_T3_B2	MEG_7842|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|YOGI	98
IBS9_T3_B2	MEG_988|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6	254
IBS9_T3_B2	MEG_998|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6	45
SFM028_T1_B1	MEG_1040|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME	5
